text,rating,sentiment
hope game devs choke lego unbalance unfun make game,1,Negatif
everytime click royal chef duchess card deck kick game dont know,3,Netral
hehehehaa,5,Positif
good,4,Positif
go stick update screen,3,Netral
game use good stray make good game become worse every update constant increase max level bad enough add evolution kill,1,Negatif
suck,1,Negatif
best game every exist,5,Positif
dad say proud,5,Positif
игра ужасная против меня одни донатеры и перекачи сделайте нормальный подбор противников,1,Negatif
would rate higher annoy u play people better constantly get nerve,1,Negatif
luck ahh,1,Negatif
add evolution berserker crack,1,Negatif
best game universy,5,Positif
bro good,5,Positif
awesome,5,Positif
recently play game call clash royale must give opinion experience game nothing terrible play every single night since ive play nightmares upon nightmares family leave dog leave cat leave everyone leave even house cant stress enough playyyyy also add voice chat say gg opinions end match especially mega knight players,1,Negatif
pc version need work fine nerf evo credit card,5,Positif
balright,5,Positif
bring back card cycle,1,Negatif
love game fun im start like implement multiplayer tower defense,5,Positif
kingsgame,5,Positif
love meganuts,5,Positif
best game ever make,5,Positif
love clash love merge tactics even problem crash game everytime charecter use power especially royal ghost reason help play goolgle play game pc plz fix,3,Netral
fac iu men,1,Negatif
good,5,Positif
mega knight squash nan,5,Positif
game hard fun win,4,Positif
horrible match make always get level opponents higher trophies,1,Negatif
balance point hard grind card fp,2,Negatif
hard game put super good players never download game make break phone,1,Negatif
ts busin ily clash broyal make evos,5,Positif
highly dont recommend instal game game make fight ppl alhave high level ppl snd unfair fight someone crown fight person character u get crown,1,Negatif
w speed game,5,Positif
log account make start try log back say invalid code even though specifically put code exact recommend,1,Negatif
first time play get completely destroy rando underaged digger something like would lose,5,Positif
lowkey impressive bad game,1,Negatif
im ult champ,5,Positif
gooning,5,Positif
buyst game,1,Negatif
play game years always become better always excite new update,5,Positif
prefect better ever,5,Positif
uhh pretty sick game tbf,5,Positif
make wan na jump build game repair new phone make wan na crash im still gon na play addictive thats get,2,Negatif
soy miguel,5,Positif
mvp reward clan war would great,4,Positif
yah baby,5,Positif
horrible game pay play dont give money make face hard counter deck,1,Negatif
crazy game return season shop need please supercell,5,Positif
game fun play,5,Positif
absolute cinema game right,5,Positif
ok raman,4,Positif
best game,5,Positif
hog ridder say nword game,1,Negatif
favorit game,5,Positif
hate love,5,Positif
best play,5,Positif
ragebait im addict,4,Positif
work well eat soup fork great gameplay watch game freeze know lose,1,Negatif
love gameworth time aswell,5,Positif
game ok ok,3,Netral
best game ever would give star could,5,Positif
great game love,5,Positif
top topp,3,Netral
would give five start mega knight exist,3,Netral
butterfly,5,Positif
brilliant game pw brilliant fanbase,5,Positif
love game need lose game game give bots players help easily get reward also avoid human players always overleveled king tower deck also love play boat battle play pve mini gun cannon pve game,5,Positif
cant counter evo wizard arena yuck fou,1,Negatif
absolutely terrible matchmaking game play constantly match players level either win landslide get destroy hard upgrade advance without spend money matter much upgrade youll instantly cap match players use fun insanely addictive somehow totally ruin sad,1,Negatif
aming best game ever,5,Positif
vn,5,Positif
pekka touch plaes dont like,5,Positif
supercell clan functionality continue absolutely disappoint heavily rely external source recruit communicate review clan stats clans also limit extremely dysfunctional clan management system two roles go elders invite new members suddenly coleaders ability fully control function clan similar actual leader role exclude ability demote coleaders,2,Negatif
bestt game ever,5,Positif
love fight level evolution dragon level dragon arena exceptionally balance game,1,Negatif
fun,4,Positif
best game super cell,5,Positif
would nice button open chest open one time take much time mention harsh glare every chest open please something,5,Positif
opponent card level always higher frustrate game,1,Negatif
sooo good fun,5,Positif
e muito bom jogo de verdade eu ja jogo faz um tempinho ja estressei sim kkk mais e daora eat,5,Positif
game good,4,Positif
play game great game lose game feel frustrate,4,Positif
mini pekka win,4,Positif
game script every time im close next arena always begin lose script,1,Negatif
best game,5,Positif
best game since come,5,Positif
bery bery good,5,Positif
account years spend around evolutions stupid dont need play game,1,Negatif
man game make lose life,1,Negatif
greedy,2,Negatif
nicegame,5,Positif
,5,Positif
pay win,3,Netral
unbalance pay win game,1,Negatif
awesome love clash royal recommend bore also addictive,5,Positif
amaze,5,Positif
game good play yeras ago iam face connection lose issue every game even connection stable issue still solve bug still rat star gameplay,5,Positif
kinda like actually,3,Netral
toxicest game ever,5,Positif
fun addictive,5,Positif
fun game love get dark prince promise really annoy really fun game like say,4,Positif
hate give addict,5,Positif
like bread tiger bread though thats yucky,5,Positif
rig pay win game time never experience worse matchmaking even fifa make rage much play rank need maxed deck maxed deck meta ready pay upgrade meta card frustrate game experience get,1,Negatif
im love,5,Positif
amaze ragebait though,5,Positif
hi noobs want player bite one side,1,Negatif
veri good,5,Positif
pay win jews,1,Negatif
app force pop notification onto screen trophy push put second disadvantage opponent im give star despite play game since come,1,Negatif
brilliant game always play addictive friends,5,Positif
lovely game remove elixer golem pls,5,Positif
ok great,4,Positif
much pay win skill mega knight players everywhere,1,Negatif
super game never bore game love game much,5,Positif
game fun ngl,5,Positif
addition evolutions become essential part win game problem extremely hard fp players get evo shards play long ive never get shard lucky drop never consider give two evo shards complete pass royale season one evolution come supercell,3,Netral
things pw jynxzis pw,1,Negatif
great game arena see prince arena also arena saw skeleton army royal giant prince remove option buy higher arena card great players,5,Positif
gracias supercell,5,Positif
stop auto update game start,3,Netral
insanely unbalance insanely pay win every fight feel last literally never fun play,1,Negatif
u guy need improve give enemys king level atleast higher many match get higher level enemys cant win point play game u guy need change rest game like alot,4,Positif
batrnjene,5,Positif
great,5,Positif
good,5,Positif
hog rider,4,Positif
really good game first normal turn amaze thing youw ill never leave,5,Positif
make match weak card keep get weaker mega knight card exist game pass royale hack royale infinite elixir theory,1,Negatif
cool game game defend attack tower like like tower defence game perfect example game number one,5,Positif
great,5,Positif
take money addictive game,5,Positif
bad waste time,1,Negatif
difficult impossible dont pay bs kind match make card evolutions monsters add effect blatant pay win streamers whale unnecessary add,1,Negatif
