text,rating,polarity_score,polarity
eror lambat input or edit profil,1,-3,negative
perkembangan ilmuyg bagus,5,4,positive
info job updeet,4,-3,negative
god jobb,5,0,neutral
dullu aja,2,1,positive
verifikasi sampe mnit sndri udah kaya teka teki keamanannya ribet,2,-2,negative
bagus banget,4,3,positive
siip dah,4,-3,negative
semoga,5,0,neutral
kucoba,3,0,neutral
aplikasi,5,-4,negative
lengkap kebutuhannya,4,2,positive
smoga sukses,1,3,positive
manjalon pertemanan bisnis,5,3,positive
very nice,4,4,positive
try first if its good ill give star,4,5,positive
beruntung kenal tenaga profesional,4,10,positive
kucoba dlu y klo ok kitatambah bintngny,4,4,positive
hidup diiringi doa usaha,5,7,positive
vmonoton utuk aplikasi chat tren moderen,3,-3,negative
good virtual design,5,5,positive
membantu banget,5,5,positive
look for job,4,0,neutral
more friends more opportunities,5,3,positive
ya terbukti tambahin,3,7,positive
knp utk verivikasi langkah keamanan bgt yah nya install,3,4,positive
semoga brmanfaat bru coba,4,2,positive
aplikasi memudahkan mencari pekerjaan,5,-1,negative
sukses,5,3,positive
nice,4,4,positive
smoga bermanfaat slalu,4,5,positive
ssh x bk linkrn,3,0,neutral
mantaf,4,0,neutral
suka,4,3,positive
tingkat online shop company profile,5,1,positive
aplikasi keren banget,5,-3,negative
nice,5,4,positive
top skor,5,5,positive
semoga kesuksesan,5,0,neutral
awesomoe,5,0,neutral
inspiratif,5,0,neutral
pokoknya keren,5,-3,negative
mamtap,5,0,neutral
like it,5,0,neutral
mempermudah say mendowload bahan kuliah,4,-4,negative
mantap bayak teman,4,5,positive
toap,5,0,neutral
oklah,4,0,neutral
informasinya usaha pas businis,5,6,positive
b,5,0,neutral
pemula,5,0,neutral
bermanfaat,5,5,positive
ok shiip,5,4,positive
pokoknya oke oce,5,-1,negative
gak upload artikel gambar file,4,-2,negative
informasi teman dikota,5,2,positive
bagus berteman,4,-1,negative
ferfect,5,0,neutral
memperbanyak temana,4,0,neutral
nice work,5,4,positive
bagus terhubung dunia luas,5,6,positive
a completeplatform for your professional career,5,0,neutral
bgus,4,0,neutral
excellent,5,0,neutral
very very very good,5,5,positive
membantu kebersaman dlm persahabatan,5,8,positive
your besttt,5,0,neutral
mencoba yg,4,0,neutral
media share positif pengguna medsos mari berbagi memperkaya wawasan kebinnekaan indonesia,4,11,positive
belajar and mengajar,5,3,positive
harap capta hilangkan krn menganggu klik klik tp gk kelar,1,6,positive
semoga,4,0,neutral
blm tau krna blm pake,3,-4,negative
bermanfaat,4,5,positive
semoga good,5,5,positive
banyk solusi dr aplikasi trma ksh,5,-1,negative
berbagi kesuksesan,5,2,positive
coba,5,2,positive
pengguna,5,1,positive
sipp,4,0,neutral
semoga membantu menambah relasi,5,10,positive
ditingkatkan,5,0,neutral
mantap bagus aplikasinya,4,7,positive
coba kalu bagus kasih full,3,6,positive
diferent and usefull,5,0,neutral
keren,4,0,neutral
tar ya dicoba dlu,4,6,positive
membantu pencari kerja menambah relasi,5,12,positive
we be the water solution,5,0,neutral
membantu sich,4,4,positive
bahus,5,0,neutral
daftar,1,1,positive
coba aplikasi mna kualitanya,3,-2,negative
ooo kk,5,0,neutral
login masuknya proses login diulangulang,1,1,positive
gampang mencari teman kerjaan,5,3,positive
good apps i like it,5,5,positive
joss,3,0,neutral
blum cobak nti klu ok tk blang sanggat membantu sekedar bintang makasih,5,12,positive
top,4,5,positive
ntar klo bagus tambahin,3,2,positive
sy coba dl mdh bagus apl ya,3,8,positive
mantep bsa ama org org sukses,5,3,positive
aplikasi,5,-4,negative
baguslah aplikasinya,4,0,neutral
membantu,5,4,positive
cobai,4,0,neutral
iklan,3,0,neutral
superbly usefull keep up the good work,4,5,positive
ziiippp,5,0,neutral
oke,5,2,positive
masuk kasih bintang,4,-1,negative
dunia luas,5,4,positive
good keep it up,5,5,positive
masuk linkedin dipermudah,4,-3,negative
mencoba dulukalau bermanfaat bintang nambah,3,5,positive
menambah koneksi,5,5,positive
bagus sngt membantu,5,6,positive
males banget buka linkedin kalo share gk langsung ngambil gallery masuk berkas susah nyari foto upload,1,-2,negative
udah lengkap aplikasi nya tambahin,2,-2,negative
lin bsa komunikasi ama rekan sepropesi cari peluang,5,3,positive
mem bantu pencari kerja sesuai skil,5,8,positive
sngat mmbantu sya full kn bintang ny,3,0,neutral
admintolong diperbaikisaya udh kali kirim fitur pesan aplikasi hasil nya gagalmohon tanggapannya pengembang aplikasi,3,-1,negative
salam hormat,4,0,neutral
log out,3,0,neutral
seruuuu,5,0,neutral
bintang aja bagus ditambah,3,3,positive
sy coba,4,2,positive
bintang sempurna,4,3,positive
mencoba bagus d kash full,2,2,positive
just like it,5,0,neutral
kalo bagus langsung,2,5,positive
aplikasi nya log out ya buka aplikasi linkedid log in,2,-1,negative
semoga lbh bagus lg pencari kerja dpt informasi seputar lowongan kerja,3,8,positive
bintang dlu klo udh paham tingkatkan,3,0,neutral
tank you,4,0,neutral
bergabung,3,-4,negative
mencari tau kegunaan nu,5,-3,negative
coba menarik kasih bintang full ok,4,12,positive
coba deh,5,2,positive
,4,0,neutral
senang,5,5,positive
sdg dlm percobaan,4,0,neutral
membatu zy,5,2,positive
dlu nnti klau bgus bru bintang,3,0,neutral
all shall be perfect,5,0,neutral
kasi bintang dl bagus promosi jenderalok,3,-1,negative
yesgood,4,0,neutral
bizzz,5,0,neutral
nih coba ydah kasih bintang dah tanggung aflikasi abal uadah panggilan kerja sampay,5,1,positive
app be the best,4,0,neutral
jooss,5,0,neutral
semoga bermanfaat ijin nyoba and jempol full,5,9,positive
we hope linkedin be fine than the others,3,3,positive
knpa susah aq bikin akun,3,-3,negative
membantu informasipekerjaan,5,4,positive
bagus share info loker,5,-1,negative
yaw,5,0,neutral
mencoba yg,4,0,neutral
bermanfaat berbagi pengetahuan,5,11,positive
good karier,5,5,positive
membatu activity kinerja,4,2,positive
thanj for your kinds,5,0,neutral
sarana pertukaran pengetahuan,5,5,positive
maknyuss,5,0,neutral
seep,5,0,neutral
oke,5,2,positive
bagus cari loker,5,-1,negative
mantp,3,0,neutral
can ngarti euyyy,5,-3,negative
thank bro,4,4,positive
ok dech,3,4,positive
supoort,5,0,neutral
bintang duluntar kalok bagus tambahin,3,2,positive
yes allrigth,5,3,positive
good performance,5,5,positive
cocok,4,4,positive
test ya,3,4,positive
coba,5,2,positive
like,1,0,neutral
menjadikan hidup mudah,5,6,positive
berharap membantu,3,8,positive
bagus berguna mencari informasi,5,6,positive
good luck,4,9,positive
coba dlu yah aplikasinya,4,2,positive
gimana sih gabung nya udah nulis yg perintah tapii langkah keamanannya yg bikin susah,1,-4,negative
applikasi membantu unt informasi yg berguna info lowongan pekerjaan,5,11,positive
good,4,5,positive
mempermudah menemukan loker good job,4,4,positive
mantabbb,3,0,neutral
come joint travel a lombok island,5,0,neutral
blom hasil join apk,4,4,positive
bergabung lanjutannya,3,-4,negative
ga ya kl infonya gak pakai bahasa ingris sy gak ngerti,5,1,positive
suka,5,3,positive
wawasan,4,0,neutral
pake app jd blm ngerti bgt,2,1,positive
coba,4,2,positive
ketemu,5,1,positive
membantu,5,4,positive
membatu banget link in temanketemu teman menambah wawasan mencari pekerjaan,5,6,positive
ja,3,0,neutral
aplikasi yg bermanfaat pekerja profesional,4,4,positive
ok ok,5,8,positive
berwawasan luas,5,3,positive
tyop,5,0,neutral
coba dlu y bagus bintang lg,3,4,positive
gool aplikasi,5,-4,negative
kl,3,0,neutral
yahlumayanlah,4,0,neutral
no understand,3,0,neutral
aplikasi menghubungkan pencari kerja dunia,5,-1,negative
aplikakasi,5,0,neutral
soiip,5,0,neutral
bgus,2,0,neutral
nyobain dlu,5,0,neutral
bergina banget informasinya,3,3,positive
bagus yaa insya allah,4,7,positive
lu,3,0,neutral
coba yaa,3,2,positive
make bintang kalo bagus,3,2,positive
kali akun hilang gitu aja email sandi aj gak buka tolong donk blas bagimana biar akun,1,11,positive
puas aplikasinya,5,3,positive
sulit display nya berat page nya,5,2,positive
bintang karna pendaftarannya sulit,3,0,neutral
happy fun,5,5,positive
semoga aplikasi mendaparkan pekerjaan,5,-1,negative
dunia maya dh macem akun,2,-1,negative
membantu sahabat,5,8,positive
kelebihannya,3,0,neutral
hati hati loker penipuan berdalih biaya akomodasi mengatasnamakan travel,1,3,positive
membantu menjadikan chanel diseluruh dunia,5,5,positive
berharap sesuai,3,7,positive
okay,4,4,positive
awesome by eastjava,5,0,neutral
ok,4,4,positive
terimakasih lk in,5,5,positive
suka,5,3,positive
jenpok rek,5,0,neutral
bingung aplikasinya,3,0,neutral
berkerja network yg,4,0,neutral
bergabung gagal melulu sih,2,-11,negative
membantu cari kerja,5,3,positive
verfikasi sandi berulang kali,2,0,neutral
susah tuk login nya,3,-3,negative
jaya,5,4,positive
menarik,4,4,positive
manis,5,5,positive
siiip,5,0,neutral
sayangnya terjemahnya,3,1,positive
minat teman aja yg ngasih tau,2,4,positive
me and yu,5,0,neutral
bagusnya,5,0,neutral
,5,0,neutral
gooodd,4,0,neutral
xp cp motor atv,4,0,neutral
いい,4,0,neutral
cb,3,0,neutral
hp sulit snyt krng bgus,3,0,neutral
saran masukan linkedln lowongan penipuan filter,1,2,positive
mayalah,3,0,neutral
sulit masuk,4,-3,negative
membantu meningkatkan network,5,4,positive
lihat,4,3,positive
memuaskan,2,5,positive
terpecaya,5,0,neutral
install,5,0,neutral
ga akses web ya,4,6,positive
verifikasi masuk nya susah bgt gak susah masuk verifikasi robot sungguh sayangkan,1,-8,negative
aplikasi bagus membatu,5,0,neutral
thank,5,4,positive
goodverry good,5,5,positive
sukses nda mesti mahal,5,1,positive
penipuan mengatasnamakan perusahaan mencari pekerja karyawan uang,1,6,positive
bagus memudahkan mencari teman pekerjaan,4,5,positive
dipelajari manfaat nya,4,5,positive
yess,4,0,neutral
terima kasih linkedln berkat km jd mudah mencari pekerjaan menemukan byk teman perusahaan lokal negeri,5,14,positive
pngguna min,4,0,neutral
aplikasi linkend cepat profil teman,5,-1,negative
semoga usaha berkembang,4,1,positive
wow super aplikasi,5,-1,negative
help full,5,2,positive
linkedin mantapp,5,0,neutral
oke try,3,2,positive
good job,3,5,positive
pertahankan kemudahan,5,4,positive
coba tau aja langsung dpt kerjaan,5,4,positive
nyoba,2,0,neutral
salam perdodara an sh terate,3,0,neutral
membantu bisnis,5,7,positive
pembaruhan ko stiap minggu sihh,3,-2,negative
nya bagus semoga bermanfaat,4,7,positive
tolong diterjemahkan bahasa indonesia benci gw apl gak download sih,1,3,positive
good tool,5,5,positive
coba aplikasinya kalo bagus nambah,3,4,positive
samgat membantu,5,4,positive
until now update why update again and again but if your signal bad can not conect if we travel around and get bad signal in some town only say bugbugbug please we need this app make update help everyone in everywhere in africa cuba or small island no name thx for att,3,-9,negative
good inspirator,5,5,positive
manfaatnya,4,3,positive
kasih aja coba semogah bermanfaat,5,10,positive
paket internet as hajar mendownload mb,5,-1,negative
optimal,1,0,neutral
info terbaru dpt inform lwt email,4,1,positive
sip,3,0,neutral
good solution creditial global,5,5,positive
tes ya nmbh lg deh,3,4,positive
good application butmake simplethanks,4,5,positive
good aplication,5,5,positive
kerjanya akurat,5,0,neutral
ok babget,5,4,positive
profesi profesionalisme,5,0,neutral
you kb you,5,0,neutral
okmoga sukses,5,3,positive
cocok b,3,4,positive
aplikasi sbenarnya bagus suka aplly lowongan sign in pas pakai sansi salah nggak melamar kemanapun,2,1,positive
excellant,5,0,neutral
mudahan bermanfaat,5,6,positive
ga login,1,0,neutral
bisnis,5,3,positive
bagus simpel informasinya,5,7,positive
yaaaa keren bngt lahhh,5,1,positive
keren banget terpercaya,5,1,positive
membantu informatif,5,4,positive
universal lingkup luas cocoknya yg kerja negri yg dicari yg kelas s pengalaman bahasa default inggris cocok fresh graduate keamanan ketat penipuan mengatasnamakan pt terkenal iming gaji dicari wanita embel mess dibuktikan persyaratan kualifikasi yg persis beda pt,1,-1,negative
okkkk,5,0,neutral
pusing bayar sekolah pinjaman daftar kuliah butuh dana juta,5,3,positive
very nice n good,5,9,positive
aplikasi terbaru tpi tman msih smga dpet yg bru,5,1,positive
fiturnya bagus,5,2,positive
siipppp,4,0,neutral
mantapppp,4,0,neutral
pindah kartu memory,5,1,positive
link sy srlalu dukarcfy buka krn luoa password sy saranksn coba afmin libked fafilitas penggsntiisn password simpel safe jsngan fpt google ribet,3,4,positive
iklan,3,0,neutral
good i like,5,5,positive
bagus komunitas profesional,5,4,positive
great app,4,3,positive
lbh formal,2,2,positive
oke,3,2,positive
yg sederhana,2,3,positive
salam sukses,5,3,positive
seep ok,4,4,positive
i like linkedin,5,0,neutral
jempolan tuk d coba biar up date,5,7,positive
mahalnya,5,0,neutral
nyoba kasih y,2,2,positive
informatif membantu,3,4,positive
update biar keren,4,1,positive
cari baiksp tau blanx,4,-7,negative
ntar,3,0,neutral
bast,5,0,neutral
link be the best,5,0,neutral
apagk ngèrti,4,0,neutral
puuas,5,0,neutral
coba,3,2,positive
link to,4,0,neutral
user pemula meningkatkan pelayanan,4,3,positive
utk komunikasi informasi,5,4,positive
bagus gsn,4,2,positive
bagus,5,2,positive
okbanget,5,0,neutral
mayan,3,0,neutral
gk,1,0,neutral
sayangnya aplikasi tdk disalin teks aplikasi,3,-10,negative
top la,5,5,positive
tetep ok,5,4,positive
mudah,4,4,positive
bismillaah tes yaaa cari kerjaan cocok in syaa allaah,3,3,positive
coba dlu,4,2,positive
suka bagus banget,5,6,positive
help me to find out my friends connect with them thank,4,9,positive
dicoba duluaq kasih bintang,3,4,positive
kasih dlu ya krna bru coba versi android yg web suka,4,11,positive
bagus,5,2,positive
aplikasi highclass keren,5,-4,negative
emang sip,3,0,neutral
tes dul coba,4,2,positive
bintang nya ya,4,4,positive
bagus partner kerja,5,4,positive
bagus bermanfaat pebisnis,5,7,positive
simple network bussines,4,3,positive
cb ya klo bgs ok,4,8,positive
ga ngerti ni tamu,5,1,positive
tuk informasi berbagi cerita slalu terbaik,4,11,positive
coba,3,2,positive
aplikasi d pasang nyampe jam nggak muncul,2,2,positive
menolong,4,4,positive
leh,5,0,neutral
tes,4,0,neutral
testimoni,5,3,positive
bagus koneksi,5,4,positive
helpfull application,5,0,neutral
god job,4,0,neutral
bener kah,5,3,positive
mantappp,5,0,neutral
ariestriwahyudise,5,0,neutral
semoga,5,0,neutral
bismilah test ya,5,4,positive
keren n mantab,4,0,neutral
bru pakentr klo bgs d bintangnya,3,0,neutral
aplikasi top banget smoga smakin ngetop,5,2,positive
bagus bersatu teguh bercerai,5,1,positive
i so happy to use this application can help me to join other people and to share about some business thank,5,12,positive
aplikasi membantu kawan,4,0,neutral
bagus guy,3,2,positive
lumaya membantu,3,4,positive
menambah relasi,5,6,positive
the best for teacher,5,0,neutral
terkenal tpi blm prnah nyoba,5,5,positive
klo bagus nambah,1,2,positive
tank sngat membantu,5,4,positive
coba ya,4,6,positive
its so excite meet the best people on their world,5,0,neutral
berguna link,5,5,positive
suka kadang sulit mendaftar cari pkerjaan,4,3,positive
bug update profil,2,0,neutral
coba gimana jogetnyaklo mantab gpp,3,2,positive
matnap bagus,5,2,positive
perbaharui,5,0,neutral
keep go,4,0,neutral
gabung ga aktiptapi linkedin setia,3,-9,negative
semoga sukses slalu,5,3,positive
ribet masuk keamananny ribet ulang masukny,2,-11,negative
kalo bagus,3,2,positive
mαπtααp βroo,5,0,neutral
sukses ya,5,7,positive
dl kl bgs br tmbh,3,0,neutral
be good,5,5,positive
simple easy acces,5,3,positive
kalo bagus bintangnya,3,2,positive
bermanfaat menjalin komunitas pengembangan relasi,5,13,positive
great app for link the professional each others,5,3,positive
semoga berguna,5,5,positive
godjob,4,0,neutral
semoga manfaat job,4,5,positive
memudahkanku menemukan relasi,5,5,positive
tau masuk aplikasi ket login valid lewati puluhan keamanan ganti sandi hapus data masiihhh aja hadeeeuuhhh,1,-13,negative
block iklan,2,-4,negative
ok referensi,5,4,positive
dicoba,3,2,positive
memperluas hub kerja,5,2,positive
malas pakai,1,-4,negative
sya senang suka dngan app,5,8,positive
mencoba,3,0,neutral
manfaatnya,3,3,positive
bertukar informasi,4,2,positive
mencoba peruntungan dr sebu app,4,4,positive
kalo membantu kasih bintang,3,6,positive
mencobaklo bagus n bintangnya,4,2,positive
jaringan,5,3,positive
okeeeeeeeeeeeee,5,0,neutral
bagus banget,5,3,positive
kenemu,5,0,neutral
membantu fresh guadate,5,2,positive
lengkap,4,2,positive
coba yaa,4,2,positive
sipp good,4,5,positive
br download smg manfaat,3,5,positive
mempermudah hubungan pekerjaan,4,0,neutral
aplikasi positif,5,0,neutral
menyukai,5,4,positive
mantap mudah an berguna,5,14,positive
good opportunity,5,5,positive
tester yach,3,0,neutral
smga kedepannya lg,4,1,positive
tigɑ ɗʆuɳɑɳti kɑʆɑu รɗɑɦ ɓiรɑ ɓɑʀu kɑรiɦ,3,0,neutral
sy mudahan promosi bisnis,3,4,positive
kl diperbanyak lg info,5,-3,negative
thank,5,4,positive
ntr klo bagus tamba,3,2,positive
pengaturan email notifikasi,3,0,neutral
i love linkedin,5,5,positive
mempelajari,4,0,neutral
아 좋아해,5,0,neutral
msa cobaan kl ngs tambsh,2,-5,negative
the best for aplikasi,5,-4,negative
aplikasi bagus,5,-2,negative
this application be very good thank,5,9,positive
dlu membantu,3,4,positive
menambah kreatifitas tersendiri,4,3,positive
unt menerima info yg positif,5,4,positive
senang banget,5,6,positive
good apps,3,5,positive
mantap sya kerja,5,7,positive
kurangi hoax,4,-5,negative
i love dd,5,5,positive
goodtingkatkab,5,0,neutral
permudah,5,0,neutral
app linkedin emang top lahhanya dibenahi lagikl aq send masages org yg aq knal gak kebuka tool send masages nya bro thank,4,9,positive
amaze,4,0,neutral
,5,0,neutral
mantap,4,5,positive
penis,5,-5,negative
sagat membantu,3,4,positive
good tpi jgn suka lemot lg,4,3,positive
this be world your the control,4,0,neutral
good,5,5,positive
gurih,5,1,positive
trim,4,0,neutral
coba,4,2,positive
meningkatakan relasi,4,3,positive
good boy,5,5,positive
no komen,2,0,neutral
good for organitation,5,5,positive
pencari kerja linkedin yg pas mencari kesempatan karir recruiter yg linkedin mencari talent yg sesuai tugas mengisi profil selengkap pengalaman pendidikan kursus dll pertimbangan recruiter menghire,5,5,positive
best moment,5,0,neutral
